JobNum,SalesOrder,CustomerID,PartNum,Revision,JobStatus,Priority,QtyOrdered,QtyCompleted,QtyScrapped,PlannedStart,DueDate,CloseDate,Notes
J26-00262,SO26-28065,CUST0015,VALVE-7932,A,Closed,Hot,8,8,0,2026-01-05T13:18:55.403307+00:00,2026-01-04T16:12:52.297686+00:00,2026-01-06T00:47:35.029396+00:00,Engineering hold
J26-00263,SO26-19868,CUST0006,HOUS-3803,C,Closed,Normal,24,21,1,2026-01-05T13:32:08.768932+00:00,2026-01-09T07:05:57.510872+00:00,2026-01-06T12:31:39.150691+00:00,
J26-00264,SO26-21023,CUST0021,PN-7596,B,Closed,Normal,17,14,0,2026-01-05T11:08:22.119429+00:00,2026-01-09T15:53:20.876647+00:00,2026-01-06T15:19:02.715776+00:00,First article required
J26-00265,SO26-89618,CUST0028,PLATE-9830,D,Closed,Normal,27,26,0,2026-01-05T12:09:37.181485+00:00,2026-01-10T01:31:36.499012+00:00,2026-01-05T21:15:43.079633+00:00,
J26-00266,SO26-19458,CUST0024,HOUS-5119,B,Closed,Normal,20,20,0,2026-01-05T10:21:20.071097+00:00,2026-01-06T15:04:15.278933+00:00,2026-01-06T04:15:28.866007+00:00,Use new fixture
J26-00267,SO26-18036,CUST0002,PLATE-9935,A,Closed,Normal,17,14,0,2026-01-05T08:08:14.995604+00:00,2026-01-07T13:21:27.788888+00:00,2026-01-06T14:14:14.293895+00:00,
J26-00268,SO26-10891,CUST0019,ASSY-5562,A,Closed,Normal,77,66,2,2026-01-05T11:11:10.381570+00:00,2026-01-10T06:59:59.244579+00:00,2026-01-05T22:22:58.533717+00:00,
J26-00269,SO26-88950,CUST0013,ASSY-9786,C,Closed,Normal,26,25,1,2026-01-05T11:22:20.697493+00:00,2026-01-07T01:25:40.253386+00:00,2026-01-06T06:59:09.172846+00:00,
J26-00270,SO26-57427,CUST0018,PLATE-6559,A,Closed,Normal,12,10,0,2026-01-05T09:21:12.218098+00:00,2026-01-07T08:27:56.415074+00:00,2026-01-06T06:59:30.013722+00:00,Customer expedite
J26-00271,SO26-51410,CUST0026,BRKT-5552,B,Closed,Normal,39,32,0,2026-01-05T10:06:20.109220+00:00,2026-01-06T18:23:51.202875+00:00,2026-01-05T21:47:30.176601+00:00,First article required
J26-00272,SO26-75667,CUST0021,VALVE-6925,A,Closed,Normal,47,39,1,2026-01-05T15:55:03.407876+00:00,2026-01-06T20:37:41.502828+00:00,2026-01-05T20:29:59.043715+00:00,Customer expedite
J26-00273,SO26-52730,CUST0006,ASSY-9786,C,Closed,Normal,64,54,1,2026-01-05T14:56:40.726308+00:00,2026-01-06T20:48:00.810548+00:00,2026-01-06T01:28:02.777294+00:00,
J26-00274,SO26-47632,CUST0014,VALVE-3646,D,Closed,Normal,17,16,0,2026-01-05T16:29:48.885586+00:00,2026-01-08T22:52:13.359058+00:00,2026-01-06T12:46:41.502005+00:00,
J26-00275,SO26-53715,CUST0030,ASSY-3621,A,Closed,Normal,51,47,0,2026-01-05T09:50:18.500723+00:00,2026-01-10T01:26:59.945195+00:00,2026-01-06T07:11:49.150231+00:00,
J26-00276,SO26-69821,CUST0020,ASSY-2104,D,Closed,Normal,35,30,0,2026-01-05T10:17:42.127169+00:00,2026-01-07T10:04:14.749008+00:00,2026-01-06T00:40:32.351765+00:00,First article required
J26-00277,SO26-45069,CUST0008,BRKT-6635,A,Closed,Hot,40,36,1,2026-01-05T15:27:28.121120+00:00,2026-01-05T16:43:49.232558+00:00,2026-01-06T07:58:53.342516+00:00,Customer expedite
J26-00278,SO26-51477,CUST0024,SHAFT-8517,A,Closed,Normal,7,7,0,2026-01-05T16:05:22.038234+00:00,2026-01-08T12:48:21.317090+00:00,2026-01-05T22:02:17.666108+00:00,
J26-00279,SO26-20910,CUST0024,ASSY-1525,A,Closed,Normal,15,15,0,2026-01-05T17:07:19.422902+00:00,2026-01-04T20:45:36.496159+00:00,2026-01-06T04:45:52.748666+00:00,Use new fixture
J26-00280,SO26-78309,CUST0017,PN-8962,C,Closed,Normal,119,113,2,2026-01-05T13:14:23.129753+00:00,2026-01-10T13:37:43.362946+00:00,2026-01-06T00:47:34.223867+00:00,First article required
J26-00281,SO26-20372,CUST0007,SHAFT-2584,A,Closed,Normal,19,17,0,2026-01-05T11:56:25.620408+00:00,2026-01-09T21:48:24.681911+00:00,2026-01-06T02:17:05.800706+00:00,Customer expedite
J26-00282,SO26-67013,CUST0019,HOUS-3803,C,Closed,Normal,26,23,0,2026-01-05T12:32:42.660172+00:00,2026-01-07T22:55:51.373325+00:00,2026-01-06T03:51:59.093826+00:00,Use new fixture
J26-00283,SO26-60325,CUST0008,VALVE-9317,B,Closed,Normal,66,63,2,2026-01-05T15:23:49.664123+00:00,2026-01-06T19:52:41.284176+00:00,2026-01-06T07:12:07.922604+00:00,
J26-00284,SO26-17312,CUST0030,SHAFT-3591,B,Closed,Hot,101,83,3,2026-01-05T12:46:41.640303+00:00,2026-01-06T01:47:02.575437+00:00,2026-01-06T06:15:03.896784+00:00,Engineering hold
J26-00285,SO26-62620,CUST0002,PLATE-2139,B,Closed,Normal,19,15,0,2026-01-05T16:43:48.529036+00:00,2026-01-07T17:45:44.800811+00:00,2026-01-05T22:33:53.221541+00:00,Engineering hold
J26-00286,SO26-27221,CUST0027,PLATE-8953,D,Closed,Rush,42,41,2,2026-01-05T16:49:04.426749+00:00,2026-01-10T20:02:15.729729+00:00,2026-01-06T02:25:20.825163+00:00,
J26-00287,SO26-25701,CUST0029,SHAFT-2584,A,Closed,Normal,18,15,0,2026-01-05T16:50:38.935288+00:00,2026-01-07T03:14:25.738883+00:00,2026-01-06T08:48:10.050753+00:00,
J26-00288,SO26-40030,CUST0004,ASSY-1525,A,Closed,Hot,4,3,0,2026-01-05T16:16:13.947775+00:00,2026-01-08T14:03:59.557305+00:00,2026-01-06T16:45:17.322331+00:00,
J26-00289,SO26-24887,CUST0007,ASSY-8787,B,Closed,Normal,94,79,2,2026-01-05T16:39:12.790424+00:00,2026-01-05T03:45:02.646118+00:00,2026-01-06T20:40:44.245806+00:00,
J26-00290,SO26-27404,CUST0008,PLATE-2876,A,Closed,Normal,116,100,2,2026-01-05T18:24:58.507237+00:00,2026-01-07T06:49:41.879549+00:00,2026-01-07T01:33:10.876164+00:00,Use new fixture
J26-00291,SO26-97636,CUST0015,PN-5808,A,Closed,Hot,16,14,0,2026-01-05T14:29:00.730751+00:00,2026-01-06T19:49:27.483109+00:00,2026-01-06T16:54:22.076135+00:00,
J26-00292,SO26-22836,CUST0029,HOUS-9689,B,Closed,Normal,2,2,0,2026-01-05T17:58:24.467477+00:00,2026-01-07T02:59:19.265510+00:00,2026-01-06T20:42:33.803366+00:00,Customer expedite
J26-00293,SO26-72580,CUST0007,HOUS-5803,A,Closed,Hot,16,15,0,2026-01-05T20:12:33.553042+00:00,2026-01-07T00:28:29.519805+00:00,2026-01-06T08:02:12.427517+00:00,Engineering hold
J26-00294,SO26-53558,CUST0004,VALVE-5889,A,Closed,Hot,12,12,0,2026-01-05T16:21:36.080954+00:00,2026-01-10T02:21:15.044835+00:00,2026-01-06T07:08:25.993098+00:00,
J26-00295,SO26-76634,CUST0025,HOUS-5803,A,Closed,Normal,8,8,0,2026-01-05T16:22:47.269565+00:00,2026-01-06T02:50:37.338465+00:00,2026-01-06T18:36:10.046995+00:00,
J26-00296,SO26-11268,CUST0002,PN-6539,D,Closed,Normal,21,17,0,2026-01-05T17:47:01.214920+00:00,2026-01-11T11:03:13.385257+00:00,2026-01-06T22:42:51.622054+00:00,Customer expedite
J26-00297,SO26-62763,CUST0003,VALVE-3615,A,Closed,Normal,27,26,1,2026-01-05T15:31:32.424454+00:00,2026-01-09T23:53:42.781960+00:00,2026-01-06T18:08:48.179120+00:00,Engineering hold
J26-00298,SO26-26944,CUST0030,BRKT-8579,A,Closed,Normal,26,22,0,2026-01-05T19:12:29.217317+00:00,2026-01-10T20:52:17.355335+00:00,2026-01-06T03:35:55.078473+00:00,
J26-00299,SO26-79563,CUST0027,PN-7912,B,Closed,Normal,96,82,0,2026-01-05T22:30:19.499506+00:00,2026-01-08T20:23:15.253994+00:00,2026-01-06T14:17:34.637219+00:00,
J26-00300,SO26-26568,CUST0026,ASSY-9835,A,Closed,Normal,38,31,0,2026-01-05T17:20:06.627182+00:00,2026-01-09T23:46:37.201739+00:00,2026-01-06T19:23:39.564749+00:00,Use new fixture
J26-00301,SO26-62485,CUST0007,BRKT-8579,A,Closed,Normal,89,77,3,2026-01-05T19:32:02.242314+00:00,2026-01-05T17:47:06.616152+00:00,2026-01-06T10:25:40.274825+00:00,
J26-00302,SO26-55435,CUST0030,SHAFT-4611,D,Closed,Normal,42,37,0,2026-01-05T22:14:26.367033+00:00,2026-01-07T11:11:49.188805+00:00,2026-01-06T02:56:02.972609+00:00,First article required
J26-00303,SO26-59665,CUST0023,SHAFT-4611,D,Closed,Normal,25,25,1,2026-01-06T02:48:27.479720+00:00,2026-01-09T04:33:50.623479+00:00,2026-01-06T06:29:28.810709+00:00,
J26-00304,SO26-40875,CUST0018,PLATE-2876,A,Closed,Normal,12,11,0,2026-01-06T02:45:33.583565+00:00,2026-01-11T10:17:55.038109+00:00,2026-01-06T19:23:02.563155+00:00,
J26-00305,SO26-15465,CUST0013,PN-2163,C,Closed,Normal,7,7,0,2026-01-06T01:40:44.242987+00:00,2026-01-09T21:08:22.713693+00:00,2026-01-06T17:36:44.843128+00:00,
J26-00306,SO26-25793,CUST0022,SHAFT-7252,D,Closed,Normal,28,23,1,2026-01-06T00:25:24.132966+00:00,2026-01-05T04:17:59.829561+00:00,2026-01-06T12:13:00.461342+00:00,
J26-00307,SO26-72703,CUST0005,PLATE-4598,A,Closed,Hot,6,5,0,2026-01-05T21:52:41.642238+00:00,2026-01-07T12:07:36.119094+00:00,2026-01-06T12:23:16.988816+00:00,
J26-00308,SO26-88579,CUST0004,ASSY-2235,A,Closed,Normal,97,78,2,2026-01-05T22:57:50.456896+00:00,2026-01-10T09:05:07.335416+00:00,2026-01-06T08:51:48.936608+00:00,Engineering hold
J26-00309,SO26-30249,CUST0030,ASSY-9179,C,Closed,Normal,5,5,0,2026-01-06T04:53:13.064036+00:00,2026-01-08T17:53:57.604454+00:00,2026-01-06T12:59:34.193406+00:00,
J26-00310,SO26-51319,CUST0007,ASSY-9179,C,Closed,Normal,8,8,0,2026-01-05T22:33:39.104022+00:00,2026-01-07T19:40:45.797475+00:00,2026-01-06T22:42:53.307114+00:00,
J26-00311,SO26-27991,CUST0025,ASSY-4657,C,Closed,Normal,3,3,0,2026-01-06T02:00:55.045393+00:00,2026-01-06T21:35:04.643427+00:00,2026-01-07T01:36:49.312264+00:00,
J26-00312,SO26-99336,CUST0008,PN-7596,B,Closed,Normal,22,19,0,2026-01-05T22:39:01.946857+00:00,2026-01-09T20:27:18.544631+00:00,2026-01-06T12:01:29.494540+00:00,
J26-00313,SO26-77982,CUST0018,VALVE-7932,A,Closed,Normal,31,26,1,2026-01-05T23:11:22.378626+00:00,2026-01-07T20:02:02.035675+00:00,2026-01-06T20:46:01.908865+00:00,
J26-00314,SO26-77008,CUST0007,VALVE-2133,B,Closed,Normal,11,10,0,2026-01-06T01:42:35.068055+00:00,2026-01-07T18:33:34.936132+00:00,2026-01-06T19:06:36.447049+00:00,
J26-00315,SO26-11929,CUST0024,SHAFT-2604,A,Closed,Hot,2,2,0,2026-01-06T02:36:40.379647+00:00,2026-01-09T00:45:57.213134+00:00,2026-01-07T00:44:52.581547+00:00,
J26-00316,SO26-15690,CUST0022,VALVE-3646,D,Closed,Rush,5,5,0,2026-01-06T00:11:11.617417+00:00,2026-01-06T18:29:14.866474+00:00,2026-01-06T16:59:44.471146+00:00,
J26-00317,SO26-32231,CUST0011,SHAFT-5554,A,Closed,Hot,2,2,0,2026-01-06T04:50:49.753350+00:00,2026-01-11T03:28:19.604275+00:00,2026-01-06T08:16:41.586655+00:00,First article required
J26-00318,SO26-17447,CUST0025,PN-2163,C,Closed,Normal,17,15,1,2026-01-06T05:39:32.554636+00:00,2026-01-07T09:07:32.494491+00:00,2026-01-07T01:50:54.384644+00:00,Use new fixture
J26-00319,SO26-56479,CUST0014,SHAFT-7252,D,Closed,Hot,6,5,0,2026-01-06T01:47:34.206392+00:00,2026-01-10T10:36:25.683398+00:00,2026-01-06T13:49:38.685098+00:00,
J26-00320,SO26-97762,CUST0022,ASSY-8573,A,Closed,Normal,74,67,0,2026-01-06T02:13:28.390809+00:00,2026-01-11T15:24:52.998284+00:00,2026-01-06T16:16:43.138244+00:00,Engineering hold
J26-00321,SO26-34425,CUST0022,PLATE-9830,D,Closed,Normal,32,27,1,2026-01-06T06:04:37.091569+00:00,2026-01-08T22:42:07.231199+00:00,2026-01-06T15:28:37.278332+00:00,
J26-00322,SO26-34507,CUST0019,HOUS-1188,C,Closed,Hot,14,12,0,2026-01-06T05:13:57.331493+00:00,2026-01-08T02:11:16.825857+00:00,2026-01-06T10:43:50.729042+00:00,
J26-00323,SO26-65721,CUST0030,VALVE-4295,A,Closed,Normal,95,81,1,2026-01-06T03:31:13.884617+00:00,2026-01-09T13:37:54.448716+00:00,2026-01-07T01:14:30.235253+00:00,Customer expedite
J26-00324,SO26-22636,CUST0018,HOUS-4608,B,Closed,Normal,13,11,0,2026-01-06T04:30:45.002331+00:00,2026-01-06T23:23:10.723341+00:00,2026-01-07T05:56:43.892008+00:00,
J26-00325,SO26-61932,CUST0029,BRKT-4593,A,Closed,Normal,19,18,0,2026-01-06T00:47:39.728608+00:00,2026-01-11T05:15:36.396782+00:00,2026-01-07T00:35:35.681166+00:00,Engineering hold
J26-00326,SO26-41070,CUST0017,PN-9423,A,Closed,Normal,9,9,0,2026-01-06T03:20:50.802310+00:00,2026-01-12T01:02:32.200646+00:00,2026-01-06T17:14:24.728178+00:00,
J26-00327,SO26-38281,CUST0008,ASSY-9834,B,Closed,Normal,8,7,0,2026-01-06T02:11:20.964877+00:00,2026-01-08T01:43:18.456686+00:00,2026-01-06T16:46:59.230540+00:00,
J26-00328,SO26-76561,CUST0003,SHAFT-2982,A,Closed,Rush,24,21,0,2026-01-06T01:49:30.975012+00:00,2026-01-06T18:05:30.901151+00:00,2026-01-07T00:28:29.736261+00:00,
J26-00329,SO26-72327,CUST0001,ASSY-4139,D,Closed,Normal,2,2,0,2026-01-06T04:32:12.158091+00:00,2026-01-08T06:01:31.178020+00:00,2026-01-07T07:00:07.475011+00:00,Customer expedite
J26-00330,SO26-95639,CUST0025,SHAFT-6977,C,Closed,Hot,10,9,0,2026-01-06T01:52:05.730257+00:00,2026-01-07T16:12:40.418849+00:00,2026-01-06T15:26:13.605112+00:00,
J26-00331,SO26-67907,CUST0004,BRKT-7939,D,Closed,Normal,125,114,4,2026-01-06T05:51:50.714659+00:00,2026-01-08T06:56:15.763618+00:00,2026-01-06T20:37:53.910064+00:00,
J26-00332,SO26-24118,CUST0005,PN-5808,A,Closed,Normal,7,7,0,2026-01-06T05:16:19.694520+00:00,2026-01-09T13:31:36.521234+00:00,2026-01-07T04:42:09.467333+00:00,
J26-00333,SO26-41748,CUST0027,SHAFT-5386,A,Closed,Normal,37,32,1,2026-01-06T07:49:01.742822+00:00,2026-01-07T04:02:01.997799+00:00,2026-01-06T19:34:13.944501+00:00,Use new fixture
J26-00334,SO26-33039,CUST0022,ASSY-9179,C,Closed,Normal,17,17,0,2026-01-06T05:43:51.639636+00:00,2026-01-06T11:38:45.196620+00:00,2026-01-06T22:58:35.771926+00:00,
J26-00335,SO26-98586,CUST0021,ASSY-9179,C,Closed,Hot,4,4,0,2026-01-06T04:42:06.490188+00:00,2026-01-06T01:25:22.852630+00:00,2026-01-07T02:09:27.539849+00:00,
J26-00336,SO26-54379,CUST0016,PN-8962,C,Closed,Normal,17,14,0,2026-01-06T02:49:14.486865+00:00,2026-01-09T17:31:22.743731+00:00,2026-01-06T23:47:01.319951+00:00,
J26-00337,SO26-54250,CUST0030,PLATE-8527,B,Closed,Normal,72,66,3,2026-01-06T07:22:07.198347+00:00,2026-01-07T01:07:52.915928+00:00,2026-01-07T04:14:49.239439+00:00,
J26-00338,SO26-99624,CUST0015,VALVE-4295,A,Closed,Normal,37,35,0,2026-01-06T09:15:36.416193+00:00,2026-01-08T13:03:42.546875+00:00,2026-01-06T15:03:58.172566+00:00,Customer expedite
J26-00339,SO26-26623,CUST0003,PLATE-2824,B,Closed,Normal,20,18,0,2026-01-06T04:42:16.695429+00:00,2026-01-08T00:58:10.558627+00:00,2026-01-07T09:55:38.410339+00:00,Use new fixture
J26-00340,SO26-70217,CUST0004,SHAFT-1053,B,Closed,Normal,8,7,0,2026-01-06T06:41:07.902223+00:00,2026-01-07T06:59:12.171699+00:00,2026-01-06T15:15:39.471819+00:00,
J26-00341,SO26-84745,CUST0015,PN-4582,C,Closed,Normal,4,3,0,2026-01-06T09:27:04.135381+00:00,2026-01-07T04:31:57.248642+00:00,2026-01-07T09:14:57.088796+00:00,
J26-00342,SO26-50409,CUST0019,VALVE-2796,D,Closed,Normal,45,38,2,2026-01-06T05:05:12.435819+00:00,2026-01-08T10:52:25.150150+00:00,2026-01-06T20:03:46.179062+00:00,Customer expedite
J26-00343,SO26-83694,CUST0011,VALVE-9727,C,Closed,Normal,4,4,0,2026-01-06T05:03:40.635854+00:00,2026-01-08T11:41:55.102767+00:00,2026-01-06T21:03:01.538112+00:00,
J26-00344,SO26-81123,CUST0006,PLATE-8953,D,Closed,Normal,5,5,0,2026-01-06T07:18:03.967848+00:00,2026-01-08T15:22:56.821886+00:00,2026-01-07T10:51:06.550642+00:00,Use new fixture
J26-00345,SO26-24332,CUST0020,PLATE-9830,D,Closed,Hot,31,29,1,2026-01-06T07:33:22.896765+00:00,2026-01-11T05:26:32.099442+00:00,2026-01-07T04:03:50.656096+00:00,
J26-00346,SO26-38386,CUST0027,SHAFT-8651,C,Closed,Normal,29,27,1,2026-01-06T11:11:11.337160+00:00,2026-01-07T06:58:05.515294+00:00,2026-01-06T20:16:54.632914+00:00,
J26-00347,SO26-12594,CUST0030,PLATE-9830,D,Closed,Normal,5,4,0,2026-01-06T08:27:26.445886+00:00,2026-01-08T12:22:07.736036+00:00,2026-01-07T06:26:54.145561+00:00,
J26-00348,SO26-28277,CUST0002,PN-4582,C,Closed,Rush,29,26,0,2026-01-06T04:34:33.048930+00:00,2026-01-07T14:37:51.351532+00:00,2026-01-07T09:52:29.715043+00:00,
J26-00349,SO26-94683,CUST0026,PLATE-4598,A,Closed,Normal,61,54,1,2026-01-06T06:33:09.937210+00:00,2026-01-11T00:18:35.101834+00:00,2026-01-07T08:00:34.065868+00:00,
J26-00350,SO26-23403,CUST0022,VALVE-5741,A,Closed,Normal,12,11,0,2026-01-06T07:43:41.238419+00:00,2026-01-09T12:35:32.512942+00:00,2026-01-07T05:32:23.485569+00:00,Use new fixture
J26-00351,SO26-89817,CUST0029,ASSY-8744,B,Closed,Normal,66,60,1,2026-01-06T07:59:23.229783+00:00,2026-01-07T05:21:40.830687+00:00,2026-01-06T20:57:40.402896+00:00,Customer expedite
J26-00352,SO26-87904,CUST0029,ASSY-9835,A,Closed,Normal,13,11,0,2026-01-06T11:12:00.641122+00:00,2026-01-09T04:59:49.717583+00:00,2026-01-07T07:39:52.210516+00:00,
J26-00353,SO26-35257,CUST0028,VALVE-5889,A,Closed,Normal,28,27,0,2026-01-06T05:40:50.151942+00:00,2026-01-10T15:13:19.036286+00:00,2026-01-06T22:48:58.815710+00:00,
J26-00354,SO26-53232,CUST0016,ASSY-9834,B,Closed,Normal,34,33,0,2026-01-06T10:57:48.282674+00:00,2026-01-12T12:07:05.846299+00:00,2026-01-07T12:09:05.429588+00:00,
J26-00355,SO26-74746,CUST0005,VALVE-6514,A,Closed,Normal,43,42,0,2026-01-06T13:09:04.483827+00:00,2026-01-11T15:07:37.449420+00:00,2026-01-07T12:56:36.876593+00:00,Use new fixture
J26-00356,SO26-92128,CUST0005,SHAFT-2489,B,Closed,Normal,8,8,0,2026-01-06T12:24:56.862392+00:00,2026-01-07T14:19:55.070831+00:00,2026-01-06T20:03:02.746059+00:00,
J26-00357,SO26-52380,CUST0026,SHAFT-2604,A,Closed,Normal,21,17,0,2026-01-06T06:59:33.676816+00:00,2026-01-11T16:41:55.404875+00:00,2026-01-07T06:09:32.622741+00:00,Use new fixture
J26-00358,SO26-24866,CUST0030,VALVE-5889,A,Closed,Normal,2,2,0,2026-01-06T10:20:56.859766+00:00,2026-01-07T05:29:32.588806+00:00,2026-01-07T03:21:19.089351+00:00,
J26-00359,SO26-11363,CUST0001,PLATE-8527,B,Closed,Rush,21,20,1,2026-01-06T08:14:38.246472+00:00,2026-01-07T14:15:47.188233+00:00,2026-01-07T09:11:17.384144+00:00,
J26-00360,SO26-59421,CUST0020,ASSY-4139,D,Closed,Normal,29,24,0,2026-01-06T12:31:02.973413+00:00,2026-01-07T04:02:46.643593+00:00,2026-01-07T05:14:52.401919+00:00,First article required
J26-00361,SO26-69416,CUST0014,PN-4582,C,Closed,Normal,40,38,1,2026-01-06T08:16:09.087405+00:00,2026-01-10T03:45:06.072777+00:00,2026-01-07T07:25:32.685165+00:00,
J26-00362,SO26-88160,CUST0002,ASSY-7065,B,Closed,Rush,14,13,0,2026-01-06T11:49:44.025999+00:00,2026-01-11T00:12:07.020263+00:00,2026-01-07T01:53:58.317095+00:00,
J26-00363,SO26-37785,CUST0029,PN-6539,D,Closed,Normal,31,27,1,2026-01-06T12:08:50.688544+00:00,2026-01-09T06:44:09.710909+00:00,2026-01-07T10:07:11.114716+00:00,Customer expedite
J26-00364,SO26-64478,CUST0005,VALVE-6573,C,Closed,Rush,3,3,0,2026-01-06T12:24:56.216957+00:00,2026-01-08T13:19:26.749761+00:00,2026-01-07T05:49:18.809632+00:00,Customer expedite
J26-00365,SO26-51704,CUST0011,BRKT-9645,A,Closed,Normal,19,18,1,2026-01-06T12:24:31.037480+00:00,2026-01-10T01:02:22.738237+00:00,2026-01-07T03:53:42.183321+00:00,
J26-00366,SO26-45763,CUST0028,SHAFT-2982,A,Closed,Normal,38,33,1,2026-01-06T11:29:56.882499+00:00,2026-01-11T13:58:42.736967+00:00,2026-01-07T01:18:57.489652+00:00,Engineering hold
J26-00367,SO26-33492,CUST0014,PLATE-2824,B,Closed,Normal,12,10,0,2026-01-06T15:46:00.309604+00:00,2026-01-10T07:36:14.332457+00:00,2026-01-07T15:33:34.750754+00:00,Use new fixture
J26-00368,SO26-34729,CUST0005,VALVE-7916,E,Closed,Normal,9,9,0,2026-01-06T11:49:46.417953+00:00,2026-01-08T18:41:13.640099+00:00,2026-01-07T14:15:58.451814+00:00,
J26-00369,SO26-84548,CUST0016,HOUS-4257,B,Closed,Normal,11,11,0,2026-01-06T13:09:39.539207+00:00,2026-01-08T18:54:05.940831+00:00,2026-01-07T10:58:56.221092+00:00,
J26-00370,SO26-64757,CUST0001,SHAFT-5422,C,Closed,Hot,21,18,0,2026-01-06T11:38:19.668330+00:00,2026-01-11T23:43:03.788917+00:00,2026-01-06T20:10:13.464627+00:00,
J26-00371,SO26-65082,CUST0005,VALVE-1916,B,Closed,Normal,16,16,0,2026-01-06T14:25:29.318171+00:00,2026-01-07T17:13:14.136378+00:00,2026-01-07T05:12:57.702584+00:00,Engineering hold
J26-00372,SO26-34489,CUST0028,VALVE-4295,A,Closed,Normal,83,82,1,2026-01-06T15:43:52.522782+00:00,2026-01-10T01:39:23.573967+00:00,2026-01-07T17:58:13.542517+00:00,
J26-00373,SO26-68967,CUST0004,HOUS-4608,B,Closed,Hot,10,8,0,2026-01-06T15:26:12.202186+00:00,2026-01-10T05:37:30.999705+00:00,2026-01-07T03:16:06.827334+00:00,Engineering hold
J26-00374,SO26-77958,CUST0008,PN-5506,C,Closed,Normal,97,83,0,2026-01-06T16:52:42.233871+00:00,2026-01-11T15:30:48.204927+00:00,2026-01-07T01:13:56.941654+00:00,Engineering hold
J26-00375,SO26-88961,CUST0010,VALVE-1887,D,Closed,Normal,68,62,1,2026-01-06T10:24:05.182578+00:00,2026-01-07T02:13:51.310576+00:00,2026-01-07T05:49:44.356504+00:00,
J26-00376,SO26-22332,CUST0006,HOUS-3803,C,Closed,Hot,11,9,0,2026-01-06T12:51:33.341266+00:00,2026-01-09T16:26:13.855222+00:00,2026-01-07T12:48:46.553334+00:00,
J26-00377,SO26-97657,CUST0027,VALVE-7916,E,Closed,Normal,18,17,0,2026-01-06T10:42:38.881452+00:00,2026-01-12T00:06:50.597959+00:00,2026-01-06T20:26:34.255114+00:00,
J26-00378,SO26-65704,CUST0019,SHAFT-6977,C,Closed,Normal,82,67,1,2026-01-06T11:40:58.023902+00:00,2026-01-06T03:37:13.634893+00:00,2026-01-07T06:48:01.207760+00:00,
J26-00379,SO26-31500,CUST0012,ASSY-9179,C,Closed,Normal,22,19,1,2026-01-06T11:52:14.767758+00:00,2026-01-08T07:31:55.696128+00:00,2026-01-07T08:19:17.127744+00:00,
J26-00380,SO26-39553,CUST0002,VALVE-5889,A,Closed,Rush,39,39,1,2026-01-06T14:16:42.320723+00:00,2026-01-10T08:13:11.956700+00:00,2026-01-07T06:33:06.888990+00:00,Engineering hold
J26-00381,SO26-68491,CUST0022,PLATE-2824,B,Closed,Normal,20,16,1,2026-01-06T12:50:56.125816+00:00,2026-01-12T11:08:37.177800+00:00,2026-01-06T21:52:50.241444+00:00,
J26-00382,SO26-38949,CUST0008,BRKT-8579,A,Closed,Normal,42,39,0,2026-01-06T14:07:58.418521+00:00,2026-01-08T12:24:43.227962+00:00,2026-01-07T20:01:31.299196+00:00,
J26-00383,SO26-53915,CUST0022,ASSY-1949,C,Closed,Rush,24,24,0,2026-01-06T12:44:27.010657+00:00,2026-01-11T03:03:34.757117+00:00,2026-01-07T02:58:12.856291+00:00,
J26-00384,SO26-20273,CUST0017,SHAFT-8651,C,Closed,Rush,28,27,0,2026-01-06T16:36:48.037586+00:00,2026-01-08T04:26:32.314764+00:00,2026-01-07T10:55:21.708566+00:00,
J26-00385,SO26-26088,CUST0024,ASSY-1949,C,Closed,Normal,38,32,1,2026-01-06T15:10:18.402380+00:00,2026-01-11T13:45:18.963546+00:00,2026-01-07T21:00:09.603404+00:00,
J26-00386,SO26-42078,CUST0003,PN-9423,A,Closed,Hot,23,22,1,2026-01-06T15:33:04.648030+00:00,2026-01-08T13:26:56.979235+00:00,2026-01-07T14:44:40.478426+00:00,
J26-00387,SO26-57659,CUST0004,VALVE-2654,D,Closed,Normal,19,19,0,2026-01-06T16:43:26.491280+00:00,2026-01-07T15:57:22.706894+00:00,2026-01-07T19:04:00.290472+00:00,
J26-00388,SO26-85652,CUST0022,SHAFT-7252,D,Closed,Rush,4,4,0,2026-01-06T15:04:19.730207+00:00,2026-01-08T15:35:46.933450+00:00,2026-01-07T20:32:37.435900+00:00,Engineering hold
J26-00389,SO26-62930,CUST0002,ASSY-2679,D,Closed,Hot,71,58,1,2026-01-06T15:41:09.060559+00:00,2026-01-08T15:27:12.537446+00:00,2026-01-07T05:45:39.452678+00:00,
J26-00390,SO26-73535,CUST0017,VALVE-7669,C,Closed,Rush,23,21,1,2026-01-06T17:01:17.423540+00:00,2026-01-10T15:56:10.488650+00:00,2026-01-07T16:34:38.048459+00:00,First article required
J26-00391,SO26-17386,CUST0027,VALVE-9727,C,Closed,Hot,1,1,0,2026-01-06T19:19:33.131370+00:00,2026-01-12T21:28:33.009595+00:00,2026-01-07T12:11:25.406701+00:00,
J26-00392,SO26-88694,CUST0008,SHAFT-2291,D,Closed,Hot,12,10,0,2026-01-06T20:12:10.596181+00:00,2026-01-10T12:24:29.808402+00:00,2026-01-07T09:32:26.933977+00:00,Use new fixture
