LaborID,EmployeeID,JobNum,OperSeq,WorkCenterID,Machine,ClockIn,ClockOut,LaborHrs,SetupHrs,RunHrs,IndirectCode,Shift,Comment
L0002012,EMP0003,J26-00503,30,WC-INSP,,2026-01-08T08:48:42.921608+00:00,2026-01-08T11:38:25.907311+00:00,2.1,0.0,2.63,INSPECT,B,Final inspect
L0002013,EMP0011,J26-00504,10,WC-PREP,,2026-01-07T18:28:29.312979+00:00,2026-01-07T20:00:03.995962+00:00,1.45,0.29,1.6,,B,Deburr edges
L0002014,EMP0013,J26-00504,20,WC004,21 DOOSAN PUMA700,2026-01-07T20:59:21+00:00,2026-01-07T21:51:33+00:00,0.87,0.87,0.0,,A,Setup & fixture
L0002015,EMP0007,J26-00504,20,WC004,21 DOOSAN PUMA700,2026-01-07T21:51:33+00:00,2026-01-07T22:10:11+00:00,0.64,0.0,0.3,,A,Adjust offsets
L0002016,EMP0001,J26-00504,30,WC-INSP,,2026-01-08T05:20:06.925730+00:00,2026-01-08T07:56:27.348777+00:00,2.91,0.0,1.42,,C,Final inspect
L0002017,EMP0010,J26-00505,10,WC-PREP,,2026-01-07T15:44:52.290033+00:00,2026-01-07T17:23:42.720099+00:00,1.6,0.33,1.26,,A,Prep lot
L0002018,EMP0001,J26-00505,20,WC005,22 DMU NLX 2500 old,2026-01-07T20:46:43+00:00,2026-01-07T21:54:31+00:00,1.13,1.13,0.0,,C,Tool touch-off
L0002019,EMP0006,J26-00505,20,WC005,22 DMU NLX 2500 old,2026-01-07T21:54:31+00:00,2026-01-08T01:12:25+00:00,2.71,0.0,2.55,,A,In-process check
L0002020,EMP0006,J26-00505,30,WC-INSP,,2026-01-08T02:19:43.289384+00:00,2026-01-08T02:38:45.386350+00:00,1.66,0.0,2.31,,A,Final inspect
L0002021,EMP0001,J26-00506,10,WC-PREP,,2026-01-07T14:50:56.059195+00:00,2026-01-07T15:55:48.506678+00:00,1.15,0.2,0.9,,C,Deburr edges
L0002022,EMP0003,J26-00506,20,WC009,65 DMU NLX 2500,2026-01-07T21:01:14+00:00,2026-01-07T21:55:14+00:00,0.9,0.9,0.0,,B,Program load
L0002023,EMP0002,J26-00506,20,WC009,65 DMU NLX 2500,2026-01-07T21:55:14+00:00,2026-01-08T01:36:45+00:00,1.52,0.0,1.44,,B,Run production
L0002024,EMP0012,J26-00506,30,WC-INSP,,2026-01-08T03:27:55.516659+00:00,2026-01-08T03:49:29.421025+00:00,1.04,0.0,1.91,,A,Pack & label
L0002025,EMP0011,J26-00507,10,WC-PREP,,2026-01-07T19:25:13.412836+00:00,2026-01-07T20:58:28.605832+00:00,1.4,0.39,1.19,MOVE,B,Deburr edges
L0002026,EMP0014,J26-00507,20,WC008,41 DMU NLX2500,2026-01-07T20:34:46+00:00,2026-01-07T21:56:22+00:00,1.36,1.36,0.0,,A,Setup & fixture
L0002027,EMP0001,J26-00507,20,WC008,41 DMU NLX2500,2026-01-07T21:56:22+00:00,2026-01-08T01:13:29+00:00,3.18,0.0,2.83,,C,In-process check
L0002028,EMP0014,J26-00507,30,WC-INSP,,2026-01-08T02:34:27.550034+00:00,2026-01-08T03:08:26.230011+00:00,2.1,0.0,0.51,INSPECT,A,Pack & label
L0002029,EMP0008,J26-00508,10,WC-PREP,,2026-01-07T15:32:28.975914+00:00,2026-01-07T17:22:46.950331+00:00,2.33,0.07,1.45,,A,
L0002030,EMP0013,J26-00508,20,WC006,23 DOOSAN PUMA 700,2026-01-07T21:18:58+00:00,2026-01-07T22:00:22+00:00,0.69,0.69,0.0,,A,Setup & fixture
L0002031,EMP0003,J26-00508,20,WC006,23 DOOSAN PUMA 700,2026-01-07T22:00:22+00:00,2026-01-07T22:58:36+00:00,1.19,0.0,0.68,,B,Run production
L0002032,EMP0003,J26-00508,30,WC-INSP,,2026-01-08T05:29:21.606252+00:00,2026-01-08T05:43:00.395563+00:00,1.69,0.0,1.71,INSPECT,B,Pack & label
L0002033,EMP0010,J26-00509,10,WC-PREP,,2026-01-07T16:36:53.819476+00:00,2026-01-07T17:48:13.170824+00:00,2.12,0.08,1.93,,A,Deburr edges
L0002034,EMP0009,J26-00509,20,WC003,104 DOOSAN DNM6700,2026-01-07T20:50:06+00:00,2026-01-07T22:06:54+00:00,1.28,1.28,0.0,,A,Tool touch-off
L0002035,EMP0012,J26-00509,20,WC003,104 DOOSAN DNM6700,2026-01-07T22:06:54+00:00,2026-01-07T23:24:13+00:00,1.53,0.0,1.16,,A,In-process check
L0002036,EMP0009,J26-00509,30,WC-INSP,,2026-01-08T10:59:20.961642+00:00,2026-01-08T12:01:18.367947+00:00,0.58,0.0,0.41,,A,Pack & label
L0002037,EMP0003,J26-00510,10,WC-PREP,,2026-01-07T15:36:53.070627+00:00,2026-01-07T16:40:42.630831+00:00,1.58,0.12,1.66,,B,
L0002038,EMP0007,J26-00510,20,WC007,24 DOOSAN PUMA 3100L,2026-01-07T21:09:23+00:00,2026-01-07T22:08:47+00:00,0.99,0.99,0.0,,A,Setup & fixture
L0002039,EMP0015,J26-00510,20,WC007,24 DOOSAN PUMA 3100L,2026-01-07T22:08:47+00:00,2026-01-07T23:32:51+00:00,1.81,0.0,1.21,,C,Run production
L0002040,EMP0012,J26-00510,30,WC-INSP,,2026-01-08T04:01:02.310204+00:00,2026-01-08T05:18:00.170987+00:00,0.37,0.0,1.76,INSPECT,A,Pack & label
L0002041,EMP0015,J26-00511,10,WC-PREP,,2026-01-07T18:37:51.468609+00:00,2026-01-07T19:45:02.005761+00:00,1.55,0.14,0.6,,C,
L0002042,EMP0002,J26-00511,20,WC001,102 HAAS VF4,2026-01-07T22:53:11+00:00,2026-01-07T23:17:11+00:00,0.4,0.4,0.0,,B,Tool touch-off
L0002043,EMP0006,J26-00511,20,WC001,102 HAAS VF4,2026-01-07T23:17:11+00:00,2026-01-08T00:12:31+00:00,1.1,0.0,0.92,,A,Run production
L0002044,EMP0001,J26-00511,30,WC-INSP,,2026-01-08T09:53:32.423809+00:00,2026-01-08T10:28:15.663152+00:00,0.84,0.0,1.26,,C,Final inspect
L0002045,EMP0003,J26-00512,10,WC-PREP,,2026-01-07T19:54:07.934108+00:00,2026-01-07T21:06:02.044851+00:00,2.18,0.3,1.34,MOVE,B,
L0002046,EMP0003,J26-00512,20,WC007,24 DOOSAN PUMA 3100L,2026-01-07T22:17:00+00:00,2026-01-07T23:43:24+00:00,1.44,1.44,0.0,,B,Setup & fixture
L0002047,EMP0001,J26-00512,20,WC007,24 DOOSAN PUMA 3100L,2026-01-07T23:43:24+00:00,2026-01-08T00:11:32+00:00,1.0,0.0,0.4,,C,Run production
L0002048,EMP0003,J26-00512,30,WC-INSP,,2026-01-08T03:14:24.257806+00:00,2026-01-08T04:48:21.311934+00:00,1.78,0.0,1.13,,B,Pack & label
L0002049,EMP0013,J26-00513,10,WC-PREP,,2026-01-07T20:28:36.923224+00:00,2026-01-07T21:51:40.359714+00:00,0.67,0.06,0.81,,A,
L0002050,EMP0004,J26-00513,20,WC003,104 DOOSAN DNM6700,2026-01-07T23:08:30+00:00,2026-01-07T23:46:18+00:00,0.63,0.63,0.0,,B,Program load
L0002051,EMP0002,J26-00513,20,WC003,104 DOOSAN DNM6700,2026-01-07T23:46:18+00:00,2026-01-08T00:18:23+00:00,0.86,0.0,0.51,,B,Run production
L0002052,EMP0012,J26-00513,30,WC-INSP,,2026-01-08T05:14:16.205649+00:00,2026-01-08T07:33:27.352233+00:00,1.41,0.0,1.55,,A,Final inspect
L0002053,EMP0011,J26-00514,10,WC-PREP,,2026-01-07T22:08:21.682599+00:00,2026-01-07T23:17:10.519944+00:00,1.81,0.03,0.69,,B,Deburr edges
L0002054,EMP0010,J26-00514,20,WC003,104 DOOSAN DNM6700,2026-01-07T23:14:59+00:00,2026-01-08T00:29:59+00:00,1.25,1.25,0.0,,A,Tool touch-off
L0002055,EMP0009,J26-00514,20,WC003,104 DOOSAN DNM6700,2026-01-08T00:29:59+00:00,2026-01-08T01:23:14+00:00,1.21,0.0,0.68,,A,In-process check
L0002056,EMP0001,J26-00514,30,WC-INSP,,2026-01-08T08:38:15.092272+00:00,2026-01-08T11:32:33.544803+00:00,0.5,0.0,0.85,,C,Final inspect
L0002057,EMP0004,J26-00515,10,WC-PREP,,2026-01-07T23:54:40.641853+00:00,2026-01-08T00:24:05.583596+00:00,0.73,0.17,1.79,,B,Cut stock
L0002058,EMP0015,J26-00515,20,WC005,22 DMU NLX 2500 old,2026-01-08T00:37:45+00:00,2026-01-08T01:22:45+00:00,0.75,0.75,0.0,,C,Setup & fixture
L0002059,EMP0005,J26-00515,20,WC005,22 DMU NLX 2500 old,2026-01-08T01:22:45+00:00,2026-01-08T01:44:58+00:00,0.63,0.0,0.37,,B,Adjust offsets
L0002060,EMP0009,J26-00515,30,WC-INSP,,2026-01-08T08:10:38.732663+00:00,2026-01-08T10:02:46.117918+00:00,2.61,0.0,1.69,,A,Final inspect
L0002061,EMP0014,J26-00516,10,WC-PREP,,2026-01-07T17:52:40.136074+00:00,2026-01-07T18:29:57.360967+00:00,2.29,0.2,0.78,,A,Cut stock
L0002062,EMP0011,J26-00516,20,WC008,41 DMU NLX2500,2026-01-08T00:51:05+00:00,2026-01-08T01:24:41+00:00,0.56,0.56,0.0,,B,Tool touch-off
L0002063,EMP0009,J26-00516,20,WC008,41 DMU NLX2500,2026-01-08T01:24:41+00:00,2026-01-08T01:45:32+00:00,0.85,0.0,0.26,,A,Adjust offsets
L0002064,EMP0007,J26-00516,30,WC-INSP,,2026-01-08T10:57:28.649632+00:00,2026-01-08T11:31:25.188831+00:00,1.37,0.0,0.61,,A,Final inspect
L0002065,EMP0011,J26-00517,10,WC-PREP,,2026-01-08T03:15:07.279292+00:00,2026-01-08T04:39:21.958366+00:00,1.57,0.37,1.76,,B,Prep lot
L0002066,EMP0001,J26-00517,20,WC005,22 DMU NLX 2500 old,2026-01-08T04:10:27+00:00,2026-01-08T05:05:03+00:00,0.91,0.91,0.0,,C,Tool touch-off
L0002067,EMP0002,J26-00517,20,WC005,22 DMU NLX 2500 old,2026-01-08T05:05:03+00:00,2026-01-08T06:06:12+00:00,1.13,0.0,0.85,,B,In-process check
L0002068,EMP0006,J26-00517,30,WC-INSP,,2026-01-08T06:08:35.281630+00:00,2026-01-08T06:52:29.792835+00:00,1.38,0.0,0.61,INSPECT,A,Pack & label
L0002069,EMP0013,J26-00518,10,WC-PREP,,2026-01-08T01:54:12.925588+00:00,2026-01-08T03:01:52.126556+00:00,2.12,0.3,1.76,,A,
L0002070,EMP0014,J26-00518,20,WC010,66 DMU NLX 2500,2026-01-08T04:41:54+00:00,2026-01-08T05:07:42+00:00,0.43,0.43,0.0,,A,Setup & fixture
L0002071,EMP0015,J26-00518,20,WC010,66 DMU NLX 2500,2026-01-08T05:07:42+00:00,2026-01-08T05:46:40+00:00,0.51,0.0,0.27,,C,Adjust offsets
L0002072,EMP0008,J26-00518,30,WC-INSP,,2026-01-08T07:16:07.145271+00:00,2026-01-08T08:50:51.058456+00:00,2.78,0.0,0.84,INSPECT,A,Pack & label
L0002073,EMP0010,J26-00519,10,WC-PREP,,2026-01-08T02:29:58.043372+00:00,2026-01-08T02:58:37.344249+00:00,1.32,0.03,1.18,,A,Deburr edges
L0002074,EMP0015,J26-00519,20,WC007,24 DOOSAN PUMA 3100L,2026-01-08T04:13:35+00:00,2026-01-08T05:11:47+00:00,0.97,0.97,0.0,,C,Setup & fixture
L0002075,EMP0006,J26-00519,20,WC007,24 DOOSAN PUMA 3100L,2026-01-08T05:11:47+00:00,2026-01-08T05:58:43+00:00,1.18,0.0,0.78,,A,Run production
L0002076,EMP0009,J26-00519,30,WC-INSP,,2026-01-08T14:47:48.744891+00:00,2026-01-08T15:06:25.513264+00:00,1.26,0.0,2.86,INSPECT,A,Pack & label
L0002077,EMP0010,J26-00520,10,WC-PREP,,2026-01-08T03:17:58.766000+00:00,2026-01-08T04:48:54.131870+00:00,1.69,0.08,1.01,MATERIAL,A,
L0002078,EMP0014,J26-00520,20,WC008,41 DMU NLX2500,2026-01-08T04:14:44+00:00,2026-01-08T05:14:08+00:00,0.99,0.99,0.0,,A,Setup & fixture
L0002079,EMP0007,J26-00520,20,WC008,41 DMU NLX2500,2026-01-08T05:14:08+00:00,2026-01-08T07:01:24+00:00,1.83,0.0,1.41,,A,Run production
L0002080,EMP0009,J26-00520,30,WC-INSP,,2026-01-08T10:22:28.837157+00:00,2026-01-08T10:35:29.325036+00:00,1.54,0.0,2.73,,A,Pack & label
L0002081,EMP0012,J26-00521,10,WC-PREP,,2026-01-07T23:38:08.074296+00:00,2026-01-08T00:26:38.725995+00:00,0.91,0.12,1.78,,A,
L0002082,EMP0002,J26-00521,20,WC004,21 DOOSAN PUMA700,2026-01-08T04:34:20+00:00,2026-01-08T05:24:08+00:00,0.83,0.83,0.0,,B,Tool touch-off
L0002083,EMP0009,J26-00521,20,WC004,21 DOOSAN PUMA700,2026-01-08T05:24:08+00:00,2026-01-08T05:42:11+00:00,0.86,0.0,0.3,,A,Run production
L0002084,EMP0001,J26-00521,30,WC-INSP,,2026-01-08T16:30:02.477414+00:00,2026-01-08T17:56:04.559707+00:00,1.69,0.0,0.52,,C,Final inspect
L0002085,EMP0014,J26-00522,10,WC-PREP,,2026-01-08T01:40:31.182419+00:00,2026-01-08T03:21:46.126182+00:00,0.95,0.13,1.3,MOVE,A,
L0002086,EMP0010,J26-00522,20,WC006,23 DOOSAN PUMA 700,2026-01-08T04:59:40+00:00,2026-01-08T05:27:16+00:00,0.46,0.46,0.0,,A,Setup & fixture
L0002087,EMP0002,J26-00522,20,WC006,23 DOOSAN PUMA 700,2026-01-08T05:27:16+00:00,2026-01-08T05:50:18+00:00,0.71,0.0,0.3,,B,Run production
L0002088,EMP0009,J26-00522,30,WC-INSP,,2026-01-08T06:12:38.428712+00:00,2026-01-08T08:49:54.167318+00:00,2.87,0.0,2.72,,A,Pack & label
L0002089,EMP0007,J26-00523,10,WC-PREP,,2026-01-08T03:25:28.074152+00:00,2026-01-08T04:16:48.594438+00:00,1.33,0.36,0.6,,A,
L0002090,EMP0004,J26-00523,20,WC009,65 DMU NLX 2500,2026-01-08T04:13:45+00:00,2026-01-08T05:29:21+00:00,1.26,1.26,0.0,,B,Program load
L0002091,EMP0003,J26-00523,20,WC009,65 DMU NLX 2500,2026-01-08T05:29:21+00:00,2026-01-08T09:32:19+00:00,2.88,0.0,2.31,,B,Run production
L0002092,EMP0012,J26-00523,30,WC-INSP,,2026-01-08T12:45:30.237824+00:00,2026-01-08T15:41:58.411519+00:00,1.29,0.0,2.96,,A,Pack & label
L0002093,EMP0007,J26-00524,10,WC-PREP,,2026-01-08T03:22:25.120911+00:00,2026-01-08T04:00:05.114018+00:00,1.85,0.09,2.1,,A,
L0002094,EMP0007,J26-00524,20,WC001,102 HAAS VF4,2026-01-08T04:14:15+00:00,2026-01-08T05:32:15+00:00,1.3,1.3,0.0,,A,Setup & fixture
L0002095,EMP0009,J26-00524,20,WC001,102 HAAS VF4,2026-01-08T05:32:15+00:00,2026-01-08T06:31:26+00:00,1.36,0.0,0.93,,A,Run production
L0002096,EMP0005,J26-00524,30,WC-INSP,,2026-01-08T10:20:46.002508+00:00,2026-01-08T11:44:11.180849+00:00,0.65,0.0,2.68,,B,Final inspect
L0002097,EMP0005,J26-00525,10,WC-PREP,,2026-01-08T00:10:00.650489+00:00,2026-01-08T01:54:04.620200+00:00,1.92,0.3,1.98,,B,
L0002098,EMP0007,J26-00525,20,WC002,103 HAAS VF4,2026-01-08T05:13:20+00:00,2026-01-08T05:43:20+00:00,0.5,0.5,0.0,,A,Tool touch-off
L0002099,EMP0002,J26-00525,20,WC002,103 HAAS VF4,2026-01-08T05:43:20+00:00,2026-01-08T10:06:40+00:00,3.7,0.0,3.46,,B,Run production
L0002100,EMP0009,J26-00525,30,WC-INSP,,2026-01-08T13:32:35.964762+00:00,2026-01-08T14:43:29.721950+00:00,1.88,0.0,1.36,,A,Final inspect
L0002101,EMP0014,J26-00526,10,WC-PREP,,2026-01-07T22:49:53.479756+00:00,2026-01-08T00:37:53.017706+00:00,0.72,0.24,2.2,,A,Deburr edges
L0002102,EMP0010,J26-00526,20,WC004,21 DOOSAN PUMA700,2026-01-08T05:44:53+00:00,2026-01-08T05:53:53+00:00,0.15,0.15,0.0,,A,Setup & fixture
L0002103,EMP0012,J26-00526,20,WC004,21 DOOSAN PUMA700,2026-01-08T05:53:53+00:00,2026-01-08T07:21:28+00:00,1.58,0.0,1.16,,A,In-process check
L0002104,EMP0007,J26-00526,30,WC-INSP,,2026-01-08T12:41:25.371956+00:00,2026-01-08T13:55:12.570095+00:00,2.74,0.0,0.61,,A,Final inspect
L0002105,EMP0015,J26-00527,10,WC-PREP,,2026-01-08T01:25:27.411900+00:00,2026-01-08T02:42:44.109724+00:00,0.86,0.32,1.34,,C,Cut stock
L0002106,EMP0004,J26-00527,20,WC010,66 DMU NLX 2500,2026-01-08T05:15:12+00:00,2026-01-08T05:57:48+00:00,0.71,0.71,0.0,,B,Setup & fixture
L0002107,EMP0003,J26-00527,20,WC010,66 DMU NLX 2500,2026-01-08T05:57:48+00:00,2026-01-08T06:07:08+00:00,0.46,0.0,0.13,,B,Run production
L0002108,EMP0003,J26-00527,30,WC-INSP,,2026-01-08T11:48:19.740128+00:00,2026-01-08T12:18:29.078624+00:00,1.44,0.0,1.76,INSPECT,B,Pack & label
L0002109,EMP0012,J26-00528,10,WC-PREP,,2026-01-08T03:42:31.589746+00:00,2026-01-08T04:56:57.702530+00:00,2.1,0.11,1.91,,A,Deburr edges
L0002110,EMP0014,J26-00528,20,WC010,66 DMU NLX 2500,2026-01-08T06:10:05+00:00,2026-01-08T06:19:05+00:00,0.15,0.15,0.0,,A,Setup & fixture
L0002111,EMP0003,J26-00528,20,WC010,66 DMU NLX 2500,2026-01-08T06:19:05+00:00,2026-01-08T06:30:18+00:00,0.35,0.0,0.13,,B,Adjust offsets
L0002112,EMP0007,J26-00528,30,WC-INSP,,2026-01-08T09:33:53.671525+00:00,2026-01-08T11:30:13.716424+00:00,1.43,0.0,2.97,,A,Pack & label
L0002113,EMP0004,J26-00529,10,WC-PREP,,2026-01-07T22:36:01.327061+00:00,2026-01-07T23:34:42.698323+00:00,1.16,0.31,0.68,,B,
L0002114,EMP0005,J26-00529,20,WC007,24 DOOSAN PUMA 3100L,2026-01-08T05:19:39+00:00,2026-01-08T06:26:51+00:00,1.12,1.12,0.0,,B,Program load
L0002115,EMP0015,J26-00529,20,WC007,24 DOOSAN PUMA 3100L,2026-01-08T06:26:51+00:00,2026-01-08T07:46:09+00:00,1.55,0.0,1.18,,C,Run production
L0002116,EMP0012,J26-00529,30,WC-INSP,,2026-01-08T12:46:41.345078+00:00,2026-01-08T13:55:04.054077+00:00,1.03,0.0,0.75,,A,Pack & label
L0002117,EMP0005,J26-00530,10,WC-PREP,,2026-01-08T04:08:31.253305+00:00,2026-01-08T04:54:43.457644+00:00,0.62,0.16,1.96,,B,Cut stock
L0002118,EMP0011,J26-00530,20,WC005,22 DMU NLX 2500 old,2026-01-08T06:29:54+00:00,2026-01-08T06:38:54+00:00,0.15,0.15,0.0,,B,Tool touch-off
L0002119,EMP0014,J26-00530,20,WC005,22 DMU NLX 2500 old,2026-01-08T06:38:54+00:00,2026-01-08T08:49:47+00:00,1.86,0.0,1.7,,A,Run production
L0002120,EMP0012,J26-00530,30,WC-INSP,,2026-01-08T12:05:11.486892+00:00,2026-01-08T14:51:44.452529+00:00,1.83,0.0,2.23,INSPECT,A,Pack & label
L0002121,EMP0011,J26-00531,10,WC-PREP,,2026-01-08T03:40:45.804886+00:00,2026-01-08T04:43:07.119849+00:00,2.19,0.13,1.04,MATERIAL,B,
L0002122,EMP0015,J26-00531,20,WC006,23 DOOSAN PUMA 700,2026-01-08T06:26:50+00:00,2026-01-08T06:50:50+00:00,0.4,0.4,0.0,,C,Tool touch-off
L0002123,EMP0001,J26-00531,20,WC006,23 DOOSAN PUMA 700,2026-01-08T06:50:50+00:00,2026-01-08T07:46:38+00:00,0.59,0.0,0.46,,C,In-process check
L0002124,EMP0007,J26-00531,30,WC-INSP,,2026-01-08T13:44:53.702400+00:00,2026-01-08T15:25:22.391011+00:00,1.78,0.0,1.03,,A,Pack & label
L0002125,EMP0002,J26-00532,10,WC-PREP,,2026-01-08T00:59:25.707733+00:00,2026-01-08T01:39:13.961914+00:00,1.48,0.19,1.12,MOVE,B,Cut stock
L0002126,EMP0013,J26-00532,20,WC001,102 HAAS VF4,2026-01-08T06:18:17+00:00,2026-01-08T06:51:17+00:00,0.55,0.55,0.0,,A,Program load
L0002127,EMP0014,J26-00532,20,WC001,102 HAAS VF4,2026-01-08T06:51:17+00:00,2026-01-08T10:09:51+00:00,2.92,0.0,2.83,,A,Run production
L0002128,EMP0003,J26-00532,30,WC-INSP,,2026-01-08T20:41:44.362820+00:00,2026-01-08T23:13:20.881047+00:00,2.55,0.0,1.44,,B,Create CoC
L0002129,EMP0014,J26-00533,10,WC-PREP,,2026-01-07T23:20:48.937760+00:00,2026-01-08T00:27:38.786055+00:00,2.08,0.31,1.4,,A,Cut stock
L0002130,EMP0014,J26-00533,20,WC010,66 DMU NLX 2500,2026-01-08T05:25:24+00:00,2026-01-08T06:53:36+00:00,1.47,1.47,0.0,,A,Setup & fixture
L0002131,EMP0005,J26-00533,20,WC010,66 DMU NLX 2500,2026-01-08T06:53:36+00:00,2026-01-08T07:30:03+00:00,0.45,0.0,0.3,,B,In-process check
L0002132,EMP0002,J26-00533,30,WC-INSP,,2026-01-08T12:08:21.967980+00:00,2026-01-08T14:46:22.657126+00:00,2.98,0.0,2.71,,B,Pack & label
L0002133,EMP0012,J26-00534,10,WC-PREP,,2026-01-08T04:54:49.488178+00:00,2026-01-08T05:41:32.133423+00:00,1.21,0.13,1.02,,A,
L0002134,EMP0012,J26-00534,20,WC008,41 DMU NLX2500,2026-01-08T06:22:17+00:00,2026-01-08T07:15:41+00:00,0.89,0.89,0.0,,A,Program load
L0002135,EMP0003,J26-00534,20,WC008,41 DMU NLX2500,2026-01-08T07:15:41+00:00,2026-01-08T07:51:40+00:00,1.01,0.0,0.56,,B,In-process check
L0002136,EMP0002,J26-00534,30,WC-INSP,,2026-01-08T18:03:09.147949+00:00,2026-01-08T20:18:31.605495+00:00,2.69,0.0,1.42,,B,Final inspect
L0002137,EMP0002,J26-00535,10,WC-PREP,,2026-01-08T00:07:56.960015+00:00,2026-01-08T00:33:11.465835+00:00,2.3,0.19,0.73,,B,
L0002138,EMP0015,J26-00535,20,WC004,21 DOOSAN PUMA700,2026-01-08T06:27:53+00:00,2026-01-08T07:32:05+00:00,1.07,1.07,0.0,,C,Tool touch-off
L0002139,EMP0006,J26-00535,20,WC004,21 DOOSAN PUMA700,2026-01-08T07:32:05+00:00,2026-01-08T08:15:49+00:00,0.94,0.0,0.57,,A,In-process check
L0002140,EMP0014,J26-00535,30,WC-INSP,,2026-01-08T16:49:16.421346+00:00,2026-01-08T17:38:56.162442+00:00,0.47,0.0,0.39,,A,Pack & label
L0002141,EMP0005,J26-00536,10,WC-PREP,,2026-01-08T01:04:34.927787+00:00,2026-01-08T01:45:59.908656+00:00,2.15,0.06,2.14,MOVE,B,Deburr edges
L0002142,EMP0004,J26-00536,20,WC010,66 DMU NLX 2500,2026-01-08T06:43:42+00:00,2026-01-08T07:41:54+00:00,0.97,0.97,0.0,,B,Setup & fixture
L0002143,EMP0001,J26-00536,20,WC010,66 DMU NLX 2500,2026-01-08T07:41:54+00:00,2026-01-08T07:53:00+00:00,0.36,0.0,0.13,,C,In-process check
L0002144,EMP0003,J26-00536,30,WC-INSP,,2026-01-08T15:23:17.722886+00:00,2026-01-08T16:18:11.543377+00:00,2.48,0.0,2.2,,B,Final inspect
L0002145,EMP0013,J26-00537,10,WC-PREP,,2026-01-08T01:54:44.664885+00:00,2026-01-08T02:47:11.934648+00:00,1.2,0.05,1.26,,A,
L0002146,EMP0011,J26-00537,20,WC006,23 DOOSAN PUMA 700,2026-01-08T07:09:53+00:00,2026-01-08T08:00:53+00:00,0.85,0.85,0.0,,B,Tool touch-off
L0002147,EMP0003,J26-00537,20,WC006,23 DOOSAN PUMA 700,2026-01-08T08:00:53+00:00,2026-01-08T08:56:24+00:00,0.71,0.0,0.44,,B,In-process check
L0002148,EMP0012,J26-00537,30,WC-INSP,,2026-01-08T10:07:59.228702+00:00,2026-01-08T13:00:42.786439+00:00,1.15,0.0,1.83,,A,Pack & label
L0002149,EMP0013,J26-00538,10,WC-PREP,,2026-01-08T03:19:47.329582+00:00,2026-01-08T04:41:45.733756+00:00,1.97,0.35,1.05,,A,
L0002150,EMP0010,J26-00538,20,WC010,66 DMU NLX 2500,2026-01-08T06:46:55+00:00,2026-01-08T08:03:07+00:00,1.27,1.27,0.0,,A,Setup & fixture
L0002151,EMP0001,J26-00538,20,WC010,66 DMU NLX 2500,2026-01-08T08:03:07+00:00,2026-01-08T08:46:59+00:00,0.62,0.0,0.4,,C,Run production
L0002152,EMP0005,J26-00538,30,WC-INSP,,2026-01-08T18:34:38.453911+00:00,2026-01-08T19:24:02.392068+00:00,2.93,0.0,1.38,,B,Final inspect
L0002153,EMP0003,J26-00539,10,WC-PREP,,2026-01-08T00:53:31.642901+00:00,2026-01-08T01:34:28.852191+00:00,1.87,0.29,1.75,,B,
L0002154,EMP0001,J26-00539,20,WC004,21 DOOSAN PUMA700,2026-01-08T08:05:18+00:00,2026-01-08T08:26:18+00:00,0.35,0.35,0.0,,C,Setup & fixture
L0002155,EMP0012,J26-00539,20,WC004,21 DOOSAN PUMA700,2026-01-08T08:26:18+00:00,2026-01-08T09:54:09+00:00,1.26,0.0,1.13,,A,Run production
L0002156,EMP0007,J26-00539,30,WC-INSP,,2026-01-08T15:02:08.754807+00:00,2026-01-08T17:47:55.880116+00:00,2.73,0.0,2.06,,A,Pack & label
L0002157,EMP0015,J26-00540,10,WC-PREP,,2026-01-08T05:35:22.163539+00:00,2026-01-08T06:01:37.745217+00:00,2.19,0.03,1.96,,C,Cut stock
L0002158,EMP0007,J26-00540,20,WC008,41 DMU NLX2500,2026-01-08T07:19:28+00:00,2026-01-08T08:36:16+00:00,1.28,1.28,0.0,,A,Setup & fixture
L0002159,EMP0005,J26-00540,20,WC008,41 DMU NLX2500,2026-01-08T08:36:16+00:00,2026-01-08T08:47:25+00:00,0.66,0.0,0.19,,B,Run production
L0002160,EMP0003,J26-00540,30,WC-INSP,,2026-01-08T16:54:56.409981+00:00,2026-01-08T18:55:49.362902+00:00,1.41,0.0,2.51,,B,Final inspect
L0002161,EMP0002,J26-00541,10,WC-PREP,,2026-01-08T03:34:56.253417+00:00,2026-01-08T05:21:23.315498+00:00,2.21,0.13,1.53,,B,Deburr edges
L0002162,EMP0006,J26-00541,20,WC010,66 DMU NLX 2500,2026-01-08T08:16:06+00:00,2026-01-08T08:57:30+00:00,0.69,0.69,0.0,,A,Tool touch-off
L0002163,EMP0006,J26-00541,20,WC010,66 DMU NLX 2500,2026-01-08T08:57:30+00:00,2026-01-08T09:14:46+00:00,0.34,0.0,0.13,,A,In-process check
L0002164,EMP0007,J26-00541,30,WC-INSP,,2026-01-08T14:02:31.998467+00:00,2026-01-08T16:15:47.841210+00:00,2.2,0.0,1.82,,A,Pack & label
L0002165,EMP0014,J26-00542,10,WC-PREP,,2026-01-08T02:16:58.392384+00:00,2026-01-08T04:11:14.822425+00:00,1.25,0.31,1.19,,A,
L0002166,EMP0003,J26-00542,20,WC005,22 DMU NLX 2500 old,2026-01-08T08:30:49+00:00,2026-01-08T09:02:01+00:00,0.52,0.52,0.0,,B,Setup & fixture
