JobNum,OperSeq,WorkCenterID,OperationDesc,StdSetupHrs,StdRunHrsPerUnit,PlannedStart,PlannedEnd,ActualStart,ActualEnd,Machine,QtyComplete,QtyScrap,SetupHrs,RunHrs,MoveHrs,QueueHrs,Status,SMKO_ClusterID
J26-00462,20,WC005,CNC Machining,0.5,0.0578,2026-01-07T13:54:45.045206+00:00,2026-01-07T14:01:33.491598+00:00,2026-01-07T14:38:01+00:00,2026-01-07T14:46:56+00:00,22 DMU NLX 2500 old,2,0,0.7,0.13,0.36,5.64,Complete,434
J26-00462,30,WC-INSP,Inspection & Pack,0.0,0.0037,2026-01-07T14:01:33.491598+00:00,2026-01-07T16:06:15.102421+00:00,2026-01-07T20:08:53.180533+00:00,2026-01-07T22:11:09.327746+00:00,,2,0,0.0,2.43,0.1,2.44,Complete,
J26-00463,10,WC-PREP,Material Prep / Cut,0.33,0.0046,2026-01-07T09:11:58.123199+00:00,2026-01-07T09:53:54.192639+00:00,2026-01-07T09:31:47.423760+00:00,2026-01-07T10:10:21.853229+00:00,,4,0,0.27,0.51,0.03,1.03,Complete,
J26-00463,20,WC010,CNC Machining,1.07,0.0486,2026-01-07T10:11:58.123199+00:00,2026-01-07T10:48:16.749942+00:00,2026-01-07T14:50:11+00:00,2026-01-07T15:11:06+00:00,66 DMU NLX 2500,4,0,0.91,0.24,0.07,2.58,Complete,1175
J26-00463,30,WC-INSP,Inspection & Pack,0.0,0.0018,2026-01-07T10:48:16.749942+00:00,2026-01-07T15:39:56.934274+00:00,2026-01-08T00:16:59.182567+00:00,2026-01-08T02:24:11.372231+00:00,,4,0,0.0,0.86,0.09,0.98,Complete,
J26-00464,10,WC-PREP,Material Prep / Cut,0.11,0.0034,2026-01-07T11:03:14.549830+00:00,2026-01-07T11:49:07.353664+00:00,2026-01-07T11:32:30.899788+00:00,2026-01-07T12:19:02.735354+00:00,,14,0,0.02,1.99,0.3,0.02,Complete,
J26-00464,20,WC009,CNC Machining,1.31,0.0378,2026-01-07T12:03:14.549830+00:00,2026-01-07T13:05:01.470898+00:00,2026-01-07T14:50:36+00:00,2026-01-07T15:59:59+00:00,65 DMU NLX 2500,14,0,1.39,0.56,0.39,1.42,Complete,1032
J26-00464,30,WC-INSP,Inspection & Pack,0.0,0.0047,2026-01-07T13:05:01.470898+00:00,2026-01-07T15:52:50.250757+00:00,2026-01-08T00:18:36.863571+00:00,2026-01-08T01:19:45.096677+00:00,,14,0,0.0,2.35,0.12,1.52,Complete,
J26-00465,10,WC-PREP,Material Prep / Cut,0.18,0.0074,2026-01-07T13:05:11.473203+00:00,2026-01-07T13:59:25.090294+00:00,2026-01-07T13:40:13.536104+00:00,2026-01-07T14:51:51.335936+00:00,,65,0,0.33,0.78,0.13,1.35,Complete,
J26-00465,20,WC007,CNC Machining,1.43,0.0156,2026-01-07T14:05:11.473203+00:00,2026-01-07T16:28:00.597175+00:00,2026-01-07T15:08:41+00:00,2026-01-07T16:30:15+00:00,24 DOOSAN PUMA 3100L,65,1,0.25,1.18,0.06,2.84,Complete,761
J26-00465,30,WC-INSP,Inspection & Pack,0.0,0.0065,2026-01-07T16:28:00.597175+00:00,2026-01-07T20:54:48.190910+00:00,2026-01-08T01:39:22.448716+00:00,2026-01-08T04:38:54.276567+00:00,,65,0,0.0,2.89,0.02,2.79,Complete,
J26-00466,10,WC-PREP,Material Prep / Cut,0.1,0.0083,2026-01-07T12:35:00.999759+00:00,2026-01-07T13:23:11.213399+00:00,2026-01-07T12:49:01.953457+00:00,2026-01-07T13:58:31.028289+00:00,,16,0,0.29,1.31,0.22,1.18,Complete,
J26-00466,20,WC008,CNC Machining,0.33,0.0636,2026-01-07T13:35:00.999759+00:00,2026-01-07T14:12:43.749579+00:00,2026-01-07T15:17:58+00:00,2026-01-07T16:28:55+00:00,41 DMU NLX2500,16,1,0.72,1.05,0.04,3.47,Complete,873
J26-00466,30,WC-INSP,Inspection & Pack,0.0,0.0023,2026-01-07T14:12:43.749579+00:00,2026-01-07T18:17:32.425581+00:00,2026-01-08T00:16:52.582264+00:00,2026-01-08T01:55:41.107304+00:00,,16,1,0.0,3.11,0.16,1.25,Complete,
J26-00467,10,WC-PREP,Material Prep / Cut,0.22,0.0093,2026-01-07T08:21:42.940582+00:00,2026-01-07T09:25:44.560309+00:00,2026-01-07T08:37:52.700530+00:00,2026-01-07T10:17:06.977299+00:00,,7,1,0.2,1.15,0.23,1.06,Complete,
J26-00467,20,WC002,CNC Machining,0.32,0.0461,2026-01-07T09:21:42.940582+00:00,2026-01-07T09:26:28.616340+00:00,2026-01-07T15:19:39+00:00,2026-01-07T15:39:35+00:00,103 HAAS VF4,7,0,0.52,0.33,0.11,0.79,Complete,161
J26-00467,30,WC-INSP,Inspection & Pack,0.0,0.0055,2026-01-07T09:26:28.616340+00:00,2026-01-07T14:14:11.452001+00:00,2026-01-07T19:11:47.434314+00:00,2026-01-07T20:07:46.595695+00:00,,7,0,0.0,2.98,0.16,2.18,Complete,
J26-00468,10,WC-PREP,Material Prep / Cut,0.24,0.0065,2026-01-07T11:14:23.463011+00:00,2026-01-07T11:35:39.881426+00:00,2026-01-07T11:15:08.762840+00:00,2026-01-07T12:23:02.042463+00:00,,8,0,0.18,1.32,0.3,0.15,Complete,
J26-00468,20,WC010,CNC Machining,1.47,0.0133,2026-01-07T12:14:23.463011+00:00,2026-01-07T13:02:39.549057+00:00,2026-01-07T15:22:59+00:00,2026-01-07T15:30:14+00:00,66 DMU NLX 2500,8,0,0.68,0.12,0.22,3.18,Complete,1176
J26-00468,30,WC-INSP,Inspection & Pack,0.0,0.003,2026-01-07T13:02:39.549057+00:00,2026-01-07T14:00:40.590109+00:00,2026-01-07T16:19:50.898850+00:00,2026-01-07T18:18:20.997521+00:00,,8,0,0.0,2.67,0.02,1.4,Complete,
J26-00469,10,WC-PREP,Material Prep / Cut,0.26,0.0081,2026-01-07T13:39:54.461618+00:00,2026-01-07T14:08:56.229289+00:00,2026-01-07T14:05:48.222218+00:00,2026-01-07T14:58:30.878203+00:00,,14,0,0.17,1.46,0.2,1.04,Complete,
J26-00469,20,WC005,CNC Machining,0.48,0.0406,2026-01-07T14:39:54.461618+00:00,2026-01-07T15:17:46.627914+00:00,2026-01-07T15:25:58+00:00,2026-01-07T16:10:11+00:00,22 DMU NLX 2500 old,14,0,1.14,0.67,0.04,4.17,Complete,436
J26-00469,30,WC-INSP,Inspection & Pack,0.0,0.0059,2026-01-07T15:17:46.627914+00:00,2026-01-07T18:53:13.280325+00:00,2026-01-08T00:52:01.610773+00:00,2026-01-08T03:50:55.888511+00:00,,14,0,0.0,2.8,0.2,2.34,Complete,
J26-00470,10,WC-PREP,Material Prep / Cut,0.3,0.0093,2026-01-07T12:48:01.738199+00:00,2026-01-07T13:28:33.754934+00:00,2026-01-07T13:03:41.763287+00:00,2026-01-07T13:44:54.568523+00:00,,7,0,0.1,0.56,0.18,0.42,Complete,
J26-00470,20,WC003,CNC Machining,1.75,0.0617,2026-01-07T13:48:01.738199+00:00,2026-01-07T15:46:37.056333+00:00,2026-01-07T15:27:07+00:00,2026-01-07T15:57:38+00:00,104 DOOSAN DNM6700,7,0,1.32,0.51,0.25,0.5,Complete,233
J26-00470,30,WC-INSP,Inspection & Pack,0.0,0.0046,2026-01-07T15:46:37.056333+00:00,2026-01-07T17:29:55.517146+00:00,2026-01-07T17:20:45.733419+00:00,2026-01-07T19:02:50.044051+00:00,,7,0,0.0,0.76,0.07,1.67,Complete,
J26-00471,10,WC-PREP,Material Prep / Cut,0.12,0.0044,2026-01-07T13:08:30.774993+00:00,2026-01-07T13:55:30.143785+00:00,2026-01-07T13:22:56.676045+00:00,2026-01-07T14:53:12.743184+00:00,,10,0,0.31,0.39,0.03,1.22,Complete,
J26-00471,20,WC004,CNC Machining,0.74,0.0258,2026-01-07T14:08:30.774993+00:00,2026-01-07T14:56:05.313283+00:00,2026-01-07T15:31:15+00:00,2026-01-07T15:49:44+00:00,21 DOOSAN PUMA700,10,0,0.33,0.3,0.16,3.23,Complete,315
J26-00471,30,WC-INSP,Inspection & Pack,0.0,0.0052,2026-01-07T14:56:05.313283+00:00,2026-01-07T18:39:41.295213+00:00,2026-01-08T01:57:07.944619+00:00,2026-01-08T02:19:16.897495+00:00,,10,1,0.0,2.62,0.06,2.13,Complete,
J26-00472,10,WC-PREP,Material Prep / Cut,0.36,0.0073,2026-01-07T08:29:10.423321+00:00,2026-01-07T09:30:02.264356+00:00,2026-01-07T08:34:38.795860+00:00,2026-01-07T10:14:42.489688+00:00,,64,0,0.09,0.85,0.17,0.9,Complete,
J26-00472,20,WC001,CNC Machining,1.55,0.0125,2026-01-07T09:29:10.423321+00:00,2026-01-07T11:28:30.461493+00:00,2026-01-07T15:32:05+00:00,2026-01-07T16:27:23+00:00,102 HAAS VF4,64,1,0.99,0.92,0.39,5.13,Complete,57
J26-00472,30,WC-INSP,Inspection & Pack,0.0,0.0011,2026-01-07T11:28:30.461493+00:00,2026-01-07T12:33:33.358564+00:00,2026-01-07T18:55:35.257198+00:00,2026-01-07T21:17:37.097269+00:00,,64,0,0.0,1.99,0.04,1.1,Complete,
J26-00473,10,WC-PREP,Material Prep / Cut,0.17,0.0067,2026-01-07T10:21:10.676076+00:00,2026-01-07T11:55:03.240715+00:00,2026-01-07T10:52:10.136784+00:00,2026-01-07T12:03:27.803833+00:00,,13,0,0.36,1.38,0.07,0.18,Complete,
J26-00473,20,WC010,CNC Machining,0.67,0.0264,2026-01-07T11:21:10.676076+00:00,2026-01-07T11:32:49.745443+00:00,2026-01-07T15:43:07+00:00,2026-01-07T16:20:37+00:00,66 DMU NLX 2500,13,0,1.93,0.36,0.13,3.78,Complete,1177
J26-00473,30,WC-INSP,Inspection & Pack,0.0,0.0048,2026-01-07T11:32:49.745443+00:00,2026-01-07T12:19:31.159683+00:00,2026-01-07T17:10:04.178445+00:00,2026-01-07T17:46:27.186553+00:00,,13,0,0.0,0.63,0.13,1.17,Complete,
J26-00474,10,WC-PREP,Material Prep / Cut,0.2,0.0034,2026-01-07T09:59:21.127393+00:00,2026-01-07T11:08:10.256683+00:00,2026-01-07T10:37:03.601990+00:00,2026-01-07T12:00:45.219031+00:00,,6,0,0.1,0.48,0.26,0.14,Complete,
J26-00474,20,WC002,CNC Machining,1.02,0.0536,2026-01-07T10:59:21.127393+00:00,2026-01-07T11:30:09.026041+00:00,2026-01-07T16:06:24+00:00,2026-01-07T16:32:34+00:00,103 HAAS VF4,6,0,1.23,0.36,0.01,2.82,Complete,163
J26-00474,30,WC-INSP,Inspection & Pack,0.0,0.0014,2026-01-07T11:30:09.026041+00:00,2026-01-07T15:06:27.497678+00:00,2026-01-08T01:19:04.908150+00:00,2026-01-08T02:47:56.881155+00:00,,6,0,0.0,2.24,0.04,2.39,Complete,
J26-00475,10,WC-PREP,Material Prep / Cut,0.27,0.0038,2026-01-07T13:26:51.308007+00:00,2026-01-07T15:13:28.103488+00:00,2026-01-07T13:45:00.371831+00:00,2026-01-07T16:12:00.382523+00:00,,18,0,0.31,1.15,0.16,0.64,Complete,
J26-00475,20,WC009,CNC Machining,0.74,0.0322,2026-01-07T14:26:51.308007+00:00,2026-01-07T15:30:21.045996+00:00,2026-01-07T16:14:57+00:00,2026-01-07T17:25:48+00:00,65 DMU NLX 2500,18,1,1.12,0.61,0.2,2.89,Complete,1033
J26-00475,30,WC-INSP,Inspection & Pack,0.0,0.0076,2026-01-07T15:30:21.045996+00:00,2026-01-07T17:25:41.537439+00:00,2026-01-07T21:30:48.375379+00:00,2026-01-07T22:12:33.510057+00:00,,18,0,0.0,2.35,0.16,2.81,Complete,
J26-00476,10,WC-PREP,Material Prep / Cut,0.17,0.0094,2026-01-07T14:42:54.263537+00:00,2026-01-07T16:34:33.003671+00:00,2026-01-07T14:53:21.484926+00:00,2026-01-07T17:06:21.288438+00:00,,5,0,0.05,0.4,0.11,0.07,Complete,
J26-00476,20,WC004,CNC Machining,0.48,0.0658,2026-01-07T15:42:54.263537+00:00,2026-01-07T16:03:27.806690+00:00,2026-01-07T16:15:29+00:00,2026-01-07T16:44:20+00:00,21 DOOSAN PUMA700,5,0,0.98,0.36,0.04,0.85,Complete,316
J26-00476,30,WC-INSP,Inspection & Pack,0.0,0.005,2026-01-07T16:03:27.806690+00:00,2026-01-07T20:14:44.081268+00:00,2026-01-07T16:45:42.758507+00:00,2026-01-07T17:23:27.540843+00:00,,5,0,0.0,0.44,0.15,0.02,Complete,
J26-00477,10,WC-PREP,Material Prep / Cut,0.38,0.0096,2026-01-07T10:47:40.594760+00:00,2026-01-07T11:11:35.508362+00:00,2026-01-07T10:48:31.053588+00:00,2026-01-07T11:33:00.303530+00:00,,35,1,0.03,0.67,0.29,1.27,Complete,
J26-00477,20,WC003,CNC Machining,0.48,0.0144,2026-01-07T11:47:40.594760+00:00,2026-01-07T12:22:49.652809+00:00,2026-01-07T16:17:28+00:00,2026-01-07T16:47:55+00:00,104 DOOSAN DNM6700,35,1,0.99,0.51,0.2,1.79,Complete,234
J26-00477,30,WC-INSP,Inspection & Pack,0.0,0.003,2026-01-07T12:22:49.652809+00:00,2026-01-07T13:34:52.853687+00:00,2026-01-08T03:24:17.160149+00:00,2026-01-08T06:07:43.157394+00:00,,35,0,0.0,1.65,0.03,1.42,Complete,
J26-00478,10,WC-PREP,Material Prep / Cut,0.36,0.0041,2026-01-07T08:32:50.274969+00:00,2026-01-07T09:33:31.896430+00:00,2026-01-07T08:58:31.764779+00:00,2026-01-07T10:24:09.763840+00:00,,33,1,0.19,1.52,0.0,0.38,Complete,
J26-00478,20,WC005,CNC Machining,1.22,0.0447,2026-01-07T09:32:50.274969+00:00,2026-01-07T12:05:59.470077+00:00,2026-01-07T16:21:17+00:00,2026-01-07T18:30:13+00:00,22 DMU NLX 2500 old,33,1,0.28,1.7,0.11,0.56,Complete,437
J26-00478,30,WC-INSP,Inspection & Pack,0.0,0.0078,2026-01-07T12:05:59.470077+00:00,2026-01-07T15:36:30.828642+00:00,2026-01-07T21:51:35.824577+00:00,2026-01-07T22:57:32.734670+00:00,,33,0,0.0,3.16,0.03,1.43,Complete,
J26-00479,10,WC-PREP,Material Prep / Cut,0.23,0.0029,2026-01-07T10:55:51.049178+00:00,2026-01-07T12:35:07.073736+00:00,2026-01-07T11:19:04.581703+00:00,2026-01-07T12:58:48.365256+00:00,,18,0,0.18,1.38,0.22,1.16,Complete,
J26-00479,20,WC010,CNC Machining,1.51,0.0553,2026-01-07T11:55:51.049178+00:00,2026-01-07T14:01:57.146887+00:00,2026-01-07T16:33:06+00:00,2026-01-07T18:19:48+00:00,66 DMU NLX 2500,18,0,0.35,1.01,0.16,0.43,Complete,1178
J26-00479,30,WC-INSP,Inspection & Pack,0.0,0.0055,2026-01-07T14:01:57.146887+00:00,2026-01-07T15:13:41.869625+00:00,2026-01-07T23:45:00.305053+00:00,2026-01-08T02:40:01.326333+00:00,,18,0,0.0,0.39,0.04,1.46,Complete,
J26-00480,10,WC-PREP,Material Prep / Cut,0.38,0.0026,2026-01-07T12:04:30.365475+00:00,2026-01-07T13:56:00.100522+00:00,2026-01-07T12:09:56.951432+00:00,2026-01-07T14:55:15.841437+00:00,,43,0,0.1,1.76,0.08,1.09,Complete,
J26-00480,20,WC008,CNC Machining,0.81,0.0653,2026-01-07T13:04:30.365475+00:00,2026-01-07T16:44:10.821418+00:00,2026-01-07T16:39:40+00:00,2026-01-07T20:02:14+00:00,41 DMU NLX2500,43,0,1.02,2.78,0.33,4.71,Complete,874
J26-00480,30,WC-INSP,Inspection & Pack,0.0,0.0039,2026-01-07T16:44:10.821418+00:00,2026-01-07T19:26:49.442691+00:00,2026-01-07T23:19:32.865314+00:00,2026-01-08T00:39:01.180541+00:00,,43,0,0.0,1.56,0.1,1.6,Complete,
J26-00481,10,WC-PREP,Material Prep / Cut,0.32,0.0073,2026-01-07T15:19:29.055186+00:00,2026-01-07T16:49:08.219227+00:00,2026-01-07T16:04:20.130707+00:00,2026-01-07T17:41:15.478790+00:00,,19,0,0.13,1.43,0.25,0.71,Complete,
J26-00481,20,WC007,CNC Machining,0.87,0.0636,2026-01-07T16:19:29.055186+00:00,2026-01-07T17:59:26.519937+00:00,2026-01-07T16:49:43+00:00,2026-01-07T18:12:12+00:00,24 DOOSAN PUMA 3100L,19,0,0.16,1.18,0.04,4.9,Complete,762
J26-00481,30,WC-INSP,Inspection & Pack,0.0,0.0017,2026-01-07T17:59:26.519937+00:00,2026-01-07T19:40:16.450060+00:00,2026-01-08T03:25:36.794800+00:00,2026-01-08T05:23:29.711852+00:00,,19,0,0.0,1.0,0.09,0.68,Complete,
J26-00482,10,WC-PREP,Material Prep / Cut,0.34,0.0098,2026-01-07T09:20:41.574047+00:00,2026-01-07T10:09:41.491842+00:00,2026-01-07T09:58:30.483009+00:00,2026-01-07T11:04:14.396862+00:00,,44,0,0.36,0.61,0.21,1.1,Complete,
J26-00482,20,WC001,CNC Machining,0.94,0.0547,2026-01-07T10:20:41.574047+00:00,2026-01-07T13:17:20.502265+00:00,2026-01-07T16:57:25+00:00,2026-01-07T20:16:23+00:00,102 HAAS VF4,44,2,0.22,2.83,0.18,0.48,Complete,58
J26-00482,30,WC-INSP,Inspection & Pack,0.0,0.0037,2026-01-07T13:17:20.502265+00:00,2026-01-07T15:33:37.959974+00:00,2026-01-08T03:44:32.569838+00:00,2026-01-08T04:05:15.528368+00:00,,44,1,0.0,1.1,0.16,0.16,Complete,
J26-00483,10,WC-PREP,Material Prep / Cut,0.23,0.0046,2026-01-07T11:07:49.800530+00:00,2026-01-07T12:25:48.987489+00:00,2026-01-07T11:36:40.484644+00:00,2026-01-07T12:25:56.480933+00:00,,14,1,0.09,2.04,0.03,0.36,Complete,
J26-00483,20,WC003,CNC Machining,1.76,0.0344,2026-01-07T12:07:49.800530+00:00,2026-01-07T13:46:32.401616+00:00,2026-01-07T17:07:08+00:00,2026-01-07T17:43:19+00:00,104 DOOSAN DNM6700,14,0,0.95,0.51,0.15,5.75,Complete,235
J26-00483,30,WC-INSP,Inspection & Pack,0.0,0.005,2026-01-07T13:46:32.401616+00:00,2026-01-07T18:37:46.212458+00:00,2026-01-08T04:26:39.096598+00:00,2026-01-08T05:51:33.362194+00:00,,14,1,0.0,1.55,0.17,0.91,Complete,
J26-00484,10,WC-PREP,Material Prep / Cut,0.12,0.0068,2026-01-07T14:24:37.929647+00:00,2026-01-07T16:12:55.142704+00:00,2026-01-07T15:03:21.159270+00:00,2026-01-07T17:08:13.416605+00:00,,13,0,0.15,0.79,0.17,0.95,Complete,
J26-00484,20,WC004,CNC Machining,0.67,0.0522,2026-01-07T15:24:37.929647+00:00,2026-01-07T16:21:44.804446+00:00,2026-01-07T17:16:29+00:00,2026-01-07T18:07:51+00:00,21 DOOSAN PUMA700,13,0,1.13,0.69,0.4,3.08,Complete,317
J26-00484,30,WC-INSP,Inspection & Pack,0.0,0.002,2026-01-07T16:21:44.804446+00:00,2026-01-07T18:13:38.663619+00:00,2026-01-08T00:44:54.369161+00:00,2026-01-08T02:06:30.649320+00:00,,13,0,0.0,2.6,0.11,0.89,Complete,
J26-00485,10,WC-PREP,Material Prep / Cut,0.2,0.0074,2026-01-07T14:24:48.334598+00:00,2026-01-07T14:50:09.200579+00:00,2026-01-07T14:56:25.750349+00:00,2026-01-07T15:48:03.201333+00:00,,6,0,0.25,1.32,0.05,0.69,Complete,
J26-00485,20,WC009,CNC Machining,1.38,0.0447,2026-01-07T15:24:48.334598+00:00,2026-01-07T16:20:22.576067+00:00,2026-01-07T17:41:35+00:00,2026-01-07T18:14:33+00:00,65 DMU NLX 2500,6,0,1.05,0.32,0.15,5.88,Complete,1034
J26-00485,30,WC-INSP,Inspection & Pack,0.0,0.0023,2026-01-07T16:20:22.576067+00:00,2026-01-07T17:28:38.033727+00:00,2026-01-08T00:45:00.363198+00:00,2026-01-08T01:37:44.453170+00:00,,6,0,0.0,0.27,0.09,2.97,Complete,
J26-00486,10,WC-PREP,Material Prep / Cut,0.31,0.0099,2026-01-07T10:14:25.011635+00:00,2026-01-07T11:52:11.452295+00:00,2026-01-07T10:37:22.855610+00:00,2026-01-07T12:17:49.281538+00:00,,8,0,0.19,1.96,0.01,1.47,Complete,
J26-00486,20,WC003,CNC Machining,1.41,0.0586,2026-01-07T11:14:25.011635+00:00,2026-01-07T12:39:16.134899+00:00,2026-01-07T18:02:44+00:00,2026-01-07T18:33:43+00:00,104 DOOSAN DNM6700,8,0,0.82,0.51,0.4,3.59,Complete,236
J26-00486,30,WC-INSP,Inspection & Pack,0.0,0.0029,2026-01-07T12:39:16.134899+00:00,2026-01-07T13:22:47.842808+00:00,2026-01-07T22:32:25.709600+00:00,2026-01-07T23:21:54.043201+00:00,,8,0,0.0,0.37,0.14,1.12,Complete,
J26-00487,10,WC-PREP,Material Prep / Cut,0.13,0.0072,2026-01-07T16:05:42.091777+00:00,2026-01-07T16:54:36.396273+00:00,2026-01-07T16:13:50.090605+00:00,2026-01-07T17:10:03.053872+00:00,,63,1,0.13,1.38,0.12,0.11,Complete,
J26-00487,20,WC007,CNC Machining,0.34,0.0194,2026-01-07T17:05:42.091777+00:00,2026-01-07T18:21:57.397105+00:00,2026-01-07T18:37:30+00:00,2026-01-07T19:56:14+00:00,24 DOOSAN PUMA 3100L,63,0,0.33,1.18,0.36,1.95,Complete,763
J26-00487,30,WC-INSP,Inspection & Pack,0.0,0.0063,2026-01-07T18:21:57.397105+00:00,2026-01-07T22:27:29.618587+00:00,2026-01-08T00:29:17.216374+00:00,2026-01-08T02:52:48.815802+00:00,,63,1,0.0,2.59,0.08,2.46,Complete,
J26-00488,10,WC-PREP,Material Prep / Cut,0.19,0.0027,2026-01-07T15:31:22.806874+00:00,2026-01-07T17:26:07.788009+00:00,2026-01-07T15:41:50.012652+00:00,2026-01-07T17:39:27.322201+00:00,,2,0,0.02,0.4,0.21,0.84,Complete,
J26-00488,20,WC009,CNC Machining,0.27,0.0603,2026-01-07T16:31:22.806874+00:00,2026-01-07T16:03:17.831565+00:00,2026-01-07T18:41:17+00:00,2026-01-07T18:56:05+00:00,65 DMU NLX 2500,2,0,0.15,0.19,0.17,3.45,Complete,1035
J26-00488,30,WC-INSP,Inspection & Pack,0.0,0.0049,2026-01-07T16:03:17.831565+00:00,2026-01-07T20:15:53.384258+00:00,2026-01-08T03:45:27.709538+00:00,2026-01-08T04:14:50.700975+00:00,,2,0,0.0,2.49,0.17,2.46,Complete,
J26-00489,10,WC-PREP,Material Prep / Cut,0.33,0.0035,2026-01-07T13:59:25.176478+00:00,2026-01-07T15:09:06.565165+00:00,2026-01-07T14:42:00.653117+00:00,2026-01-07T15:29:40.807550+00:00,,20,0,0.27,1.83,0.11,1.12,Complete,
J26-00489,20,WC010,CNC Machining,0.88,0.0131,2026-01-07T14:59:25.176478+00:00,2026-01-07T15:19:01.864594+00:00,2026-01-07T18:43:45+00:00,2026-01-07T19:00:55+00:00,66 DMU NLX 2500,20,1,0.92,0.25,0.01,4.96,Complete,1179
J26-00489,30,WC-INSP,Inspection & Pack,0.0,0.0063,2026-01-07T15:19:01.864594+00:00,2026-01-07T20:13:28.556006+00:00,2026-01-08T04:18:32.577405+00:00,2026-01-08T06:22:59.023006+00:00,,20,0,0.0,0.4,0.09,0.14,Complete,
J26-00490,10,WC-PREP,Material Prep / Cut,0.34,0.0085,2026-01-07T14:28:28.775795+00:00,2026-01-07T15:55:09.359928+00:00,2026-01-07T14:45:07.401462+00:00,2026-01-07T16:29:11.530754+00:00,,43,0,0.02,1.45,0.25,0.56,Complete,
J26-00490,20,WC005,CNC Machining,0.42,0.02,2026-01-07T15:28:28.775795+00:00,2026-01-07T16:40:25.733779+00:00,2026-01-07T18:45:22+00:00,2026-01-07T19:48:47+00:00,22 DMU NLX 2500 old,43,1,0.97,0.85,0.18,4.19,Complete,438
J26-00490,30,WC-INSP,Inspection & Pack,0.0,0.0031,2026-01-07T16:40:25.733779+00:00,2026-01-07T17:15:01.040622+00:00,2026-01-07T20:37:39.619553+00:00,2026-01-07T21:54:26.830034+00:00,,43,0,0.0,1.39,0.04,1.81,Complete,
J26-00491,10,WC-PREP,Material Prep / Cut,0.26,0.0062,2026-01-07T12:56:43.304811+00:00,2026-01-07T13:28:39.229114+00:00,2026-01-07T13:22:35.932160+00:00,2026-01-07T14:13:22.049485+00:00,,15,1,0.35,0.52,0.1,0.38,Complete,
J26-00491,20,WC004,CNC Machining,1.63,0.0214,2026-01-07T13:56:43.304811+00:00,2026-01-07T15:40:00.811120+00:00,2026-01-07T19:13:23+00:00,2026-01-07T19:34:50+00:00,21 DOOSAN PUMA700,15,1,0.87,0.32,0.22,1.36,Complete,318
J26-00491,30,WC-INSP,Inspection & Pack,0.0,0.0011,2026-01-07T15:40:00.811120+00:00,2026-01-07T17:56:52.085920+00:00,2026-01-08T04:07:23.961213+00:00,2026-01-08T06:22:31.737349+00:00,,15,0,0.0,1.76,0.07,0.76,Complete,
J26-00492,10,WC-PREP,Material Prep / Cut,0.21,0.0056,2026-01-07T12:56:15.821937+00:00,2026-01-07T13:58:14.061683+00:00,2026-01-07T13:15:30.814156+00:00,2026-01-07T14:35:47.229082+00:00,,12,0,0.31,1.53,0.13,1.43,Complete,
J26-00492,20,WC003,CNC Machining,0.26,0.0428,2026-01-07T13:56:15.821937+00:00,2026-01-07T14:11:39.793887+00:00,2026-01-07T19:15:08+00:00,2026-01-07T19:45:44+00:00,104 DOOSAN DNM6700,12,0,0.28,0.51,0.28,2.56,Complete,237
J26-00492,30,WC-INSP,Inspection & Pack,0.0,0.0041,2026-01-07T14:11:39.793887+00:00,2026-01-07T17:01:03.426576+00:00,2026-01-08T01:07:16.332771+00:00,2026-01-08T03:36:41.579738+00:00,,12,0,0.0,2.72,0.1,1.66,Complete,
J26-00493,10,WC-PREP,Material Prep / Cut,0.31,0.0057,2026-01-07T15:55:14.865091+00:00,2026-01-07T17:18:05.693857+00:00,2026-01-07T15:57:45.273709+00:00,2026-01-07T18:13:12.330399+00:00,,23,1,0.17,1.47,0.14,0.48,Complete,
J26-00493,20,WC009,CNC Machining,0.5,0.0519,2026-01-07T16:55:14.865091+00:00,2026-01-07T18:34:20.919471+00:00,2026-01-07T19:31:14+00:00,2026-01-07T21:38:03+00:00,65 DMU NLX 2500,23,1,0.77,1.28,0.33,0.1,Complete,1036
J26-00493,30,WC-INSP,Inspection & Pack,0.0,0.0025,2026-01-07T18:34:20.919471+00:00,2026-01-07T19:53:49.664479+00:00,2026-01-08T04:37:10.051913+00:00,2026-01-08T07:17:08.234769+00:00,,23,0,0.0,0.97,0.04,1.13,Complete,
J26-00494,10,WC-PREP,Material Prep / Cut,0.4,0.0084,2026-01-07T11:50:17.776770+00:00,2026-01-07T13:10:28.790661+00:00,2026-01-07T12:09:35.635409+00:00,2026-01-07T13:51:04.591874+00:00,,33,1,0.21,0.82,0.06,0.44,Complete,
J26-00494,20,WC010,CNC Machining,0.98,0.0414,2026-01-07T12:50:17.776770+00:00,2026-01-07T14:35:13.302529+00:00,2026-01-07T19:32:34+00:00,2026-01-07T21:30:10+00:00,66 DMU NLX 2500,33,0,0.48,1.39,0.34,2.28,Complete,1180
J26-00494,30,WC-INSP,Inspection & Pack,0.0,0.0012,2026-01-07T14:35:13.302529+00:00,2026-01-07T17:45:35.426518+00:00,2026-01-08T00:56:33.891650+00:00,2026-01-08T03:23:57.234906+00:00,,33,0,0.0,1.43,0.05,1.48,Complete,
J26-00495,10,WC-PREP,Material Prep / Cut,0.33,0.0081,2026-01-07T12:43:54.787807+00:00,2026-01-07T13:47:58.140482+00:00,2026-01-07T13:07:07.372984+00:00,2026-01-07T14:43:40.279119+00:00,,19,0,0.1,1.47,0.19,0.07,Complete,
